primaryTitle,titleType,genres,directors,writers,averageRating,numVotes,actors,original_language,production_companies,release_date,budget,revenue,runtime,keywords,trailer_views,trailer_likes
The Kid,movie,"Comedy,Drama,Family",Charles Chaplin,Charles Chaplin,8.2,140177.0,"Tony Daniels,Bert Freed,Hal Williams,James Remar,Kalama Epstein,John Browing,Jordana Spiro,Sabrina Wiener,Blanche Sweet,Kim Walker,Charmin Lee,Lee Farr,Glenn Payne,Julian Jackson,Ellen Corby,Robynn Hayek,Gary Stretch,Michael McDowell,Jodie Whittaker,Jenny Conlee,Olivia Nash,Frederick Rule,John DiResta,Florence Barker,Gertrude Short,George Kapiniaris,Jean Smart,Howard Platt,Jack Kruschen,Joseph Mell,Eugene Clark,Danny Borzage,Con O'Neill,Ralph P. Martin,Amber Steigelfest,Mike Reid,Jeff Thomson,Pamela Duncan,Elpidia Carrillo,Ed Prentiss,Jacques Aubuchon,Lolita Davidovich,Shelley Boozer,B.J. Hogg,Anita Smith,Redd Foxx,Alison Whyte,Gregg Rainwater,Barbro Hiort af Ornäs,B.F. Blinn,Tony Danza,David Brian,Ned Finley,Alexander Carstoiu,Leith M. Burke,Amanda Lee,David Vujanic,Steve Fairnie,Charles Chaplin,Ram John Holder,Martin Reid,Kirk Cameron,Ka-Tung Lam,Ransford Doherty,Shiva,Wright King,Patti LaBelle,Max Gail,Tod Fennell,Byron Foulger,Joe Guzaldo,Kevin Crowley,Duane Martin,Val Jellay,Tim McGarry,Alfie Allen,Laura Robinson,Hector Elizondo,Evie Smith,Alex Munroe,Charlie Chappell,Anthony Oh,Dorel Visan,Ethan Reed McKay,Edna Purviance,William Samples,Alyssa Milano,Pat Peardon,Travis Fine,Kathryn Hume-Cvancarova,James Stacy,Robin Van Zandt,Stephen Baldwin,Peter O'Brien,Sarah Podemski,Morris Chestnut,Tobi Bamtefa,Vivica A. Fox,Evan Alex,Daniel Brochu,Richard Emory,Lincoln Kilpatrick Jr.,Jeff Saumier,Jacqueline Pillon,Kathleen Freeman,Marcene Harris,Joshua Daly,Bob Hornery,Alan Thicke,Robert Gaillard,Vivi Janiss,Kate Ashfield,Karolina Bien,Cade Carradine,Malorie Felt,Leslie Cheung,Ebrahim Azizi,Daniel von Bargen,Razvan Vasilescu,Kelsey Grammer,Peter Hale,Steve Drizos,Jonathan Hole,Diana King,Chris Jai Alex,Anastasia Basil,Joe Cunningham,Mark Neal,Rupert Friend,Jolene Marquez,Keith Campbell,Eilene Janssen,Tim Roth,Leila George,William Shatner,Christopher Gray,Ethan Hawke,Chris Bylsma,Roy Engel,Karle Warren,Queenie Watts,Nadia Williams,Joanna Piddocke,Anthony Zerbe,Boris Cabrera,John Mahoney,John Bose,Denise Gough,Nadège August,Alice Kremelberg,Demond Wilson,Ellen Wroe,Wayne Hope,Jonathan Trevor,Meeri de Oliveira,Leo McGuigan,John Neville,Jason Schombing,Lenore Smith,Gregory Sierra,Christopher Lloyd Dennis,Kevin Harrington,Jackie Coogan,Diane Craig,Chad Dashnaw,Finn Bennett,Tung Cho 'Joe' Cheung,Damon Quinn,Ben Dickey,Brian Colin Foley,Jullian Roy Doster,Leo G. Carroll,Clint Obenchain,Jaden Oehr,Richard Carlson,Genevieve O'Reilly,Jackie Tomlinson,Gregory Scott Cummins,Dylan Emerick,Leelee Sobieski,Mariola Kukula,Jack Pickford,Andrew Duggan,Liz Burch,John Cygan,Aki Omoshaybi,Seyed Masoud Hosseini,Kate Price,Peri Gilpin,Lee Patrick,Bill Applebaum,Paulina Boczkowska,Alexa Alexander,Robert Grubb,Krzysztof Chodorowski,Theresa Saldana,Stanley Anderson,Silvunio Bennedict,Stephen Walters,Nellie Bly Baker,Spec O'Donnell,Kam Tong,Nick Atkinson,Edward Asner,Ray Aranha,Jacob Popoloski,Farokhlagha Hushmand,Jerod Meagher,Bartlomiej Kwiatkowski,Robert Sterling,Billy Chapin,Ron Ringo,Erik Palladino,Anne Jeffreys,Glynn Nicholas,Bill Mumy,Billy Gillespie,Ali Akbar Mahdavifar,Andrea Martin,Beulah Bains,Taylor Major,Geff Francis,Charles Maxwell,Rita Manyette,Norman Beaton,Allan Royal,Barbara Barrie,Flip Mark,Luis Antonio Ramos,Michael Landon,Hal Linden,Yuk-San Cheung,Wayne Condo,Denise Gentile,Karan Menon,Todd Babcock,Cindy Katz,Lung Ti,Sean McCann,Ollie O'Toole,Dane DeHaan,Jason Tremblay,Simon O'Brien,Franco Nero,Chi Chi,Chris Pratt,Vasilios Papadamakis,Kaj-Erik Eriksen,Alexandra Ford,Ann Johnson,Karl Pilkington,Howard Wright,Jane Leeves,Carl Miller,Enzo,Darren Lee Campbell,Lillian Walker,Susan Hogan,Mark Camacho,Adam Chong,Justin Pickett,Kathie Fischer,Norman Leavitt,Addison Richards,Gyearbuor Asante,Nematollah Gorji,Melissa Leo,Tahj Mowry,Dana Ivey,Stafford Repp,Reza Karam Rezai,Nick Giannopoulos,Dan Butler,Arny Freeman,Edmund Cobb,David Scott Heck,Fotis Pelekis,Bernard Hill,Don Stark,Lily Tomlin,Josh Brolin,Maryam Qolhaki,Amanda Girvan,Elizabeth Baur,Susan Dalian,Mary Frann,Tracey Callander,Joe Grisaffi,Joel Palmer,Liam Tomlinson,Eulalie Jensen,Tracey Gold,Katherine Helmond,Jolland Chan,Bruce Willis,Richard Boone,Jennifer Tilly,John Zaremba,Sergi Robles,Edward Alexander,Maggie Reneau,Keidrich Sellati,Esther Canata,Emily Neves,Judith Light,Carmen Munroe,Stefan Brysha,Carrie Ng,Sean Kenna,Afrooz,Alonzo Fandrem,Tom Burke,Edward Biby,Brett Cullen,Mike Savage,David Batiste,Skyler Verity,Rooholah Mofidi,Jeremy Miller,Abe Vigoda,Emily Mortimer,Angelina Estrada,Edna Maison,Chi McBride,David Hyde Pierce,Cliff Hall,Jonah Blechman,Ty Miller,David Stoll,Haidar Ali,Spencer Breslin,Ryan Kennedy,Ron Glass,Michael Flowers,Art Felix,Leila Kenzle,Robert Culp,Mary Pickford,Danny Pintauro,Tracy Harvey,Shahram Saminipoor,Albert Austin,Mark Harmon,Paul Louis Harrell,Vera Lockwood,Arthur Mullard,Carlson Young,Jasie Hughes,Jacob Gonzalez,Jonathan Halyalkar,Syd Saylor,Ann Doran,Will Brandt,Anne Sorce,Rod Steiger,Victor Knight,Sean Brosnan,Onika Day,Rebecca Gib",en,Charles Chaplin Productions,1921-01-21,250000.0,2500000.0,68.0,angel-suicide attempt-fistfight-slapstick comedy-class differences-foundling-silent film-dream sequence-semi autobiographical-car theft-little tramp-illegitimate child-unwed mother-abandoned baby-out of wedlock child-raised like own child-good deed doer,746873.777663317,859029.8683787013
A Dangerous Adventure,movie,\N,"Jack L. Warner,Sam Warner","Frances Guihan,Sam Warner",5.3,16.0,"Joe Sawyer,Philo McCullough,Rex De Rosselli,Don Terry,Julio Gallo,John Gallaudet,Grace Darmond,María Pardo,Frank C. Wilson,Sergio Miro,Josephine Hill,Mabel Stark,J.R. Riccarde,Omar Whitehead,Xiomara Fernandez,Juan Bux,Aníbal de Mar,Russell Hicks,William 'Billy' Benedict,Robert Agnew,Nana Bryant,Rosita Fornés,Rosalind Keith,William Arnold,Derelys Perdue,Jack Richardson,Ramiro Gómez Kemp,Marc Lawrence",en,Warner Bros. Pictures,1922-11-01,175000.0,142000.0,0.0,,-25969.76371583637,52992.7009239345
Foolish Wives,movie,"Drama,Thriller",Erich von Stroheim,"Erich von Stroheim,Marian Ainslee,Walter Anthony",7.0,4191.0,"Erich von Stroheim,Miss DuPont,Maude George,Rudolph Christians,Jill Bennett,C.J. Allen,Patience Collier,Edward Dentith,Mae Busch,Laurie Asprey,Cesare Gravina,Malvina Polo,Dale Fuller,Philip Bond,Jack Gwillim,Basil Dignam,Harvey Ashby,Maxine Audley,Albert Edmondson,Lyndon Brook",en,Universal Film Manufacturing Company,1922-01-11,1100000.0,400200.0,143.0,monte carlo-court-wig,198610.2509139845,211972.17652630716
Safety Last!,movie,"Action,Comedy,Thriller","Fred C. Newmeyer,Sam Taylor","Hal Roach,Sam Taylor,Tim Whelan,H.M. Walker,Jean C. Havez,Harold Lloyd",8.1,23788.0,"Bill Strother,Chester A. Bachman,Simone Buchanan,Ed Brandenburg,Sarah Monahan,Roy Brooks,Monte Collins,Harold Lloyd,Noah Young,Robert Hughes,Julie McGregor,Charley Chase,Christopher Mayer,Mildred Davis,Westcott Clarke,Christopher Truswell",en,Hal Roach Studios,1923-04-01,121000.0,1500000.0,74.0,clock-department store-police-climbing-black and white-silent film,186351.1883515301,343184.33115265705
Beau Brummel,movie,"Drama,History,Romance",Harry Beaumont,"Clyde Fitch,Dorothy Farnum",6.6,548.0,"Richard Tucker,Clara Kimball Young,Julia Swayne Gordon,Willard Louis,Jonathan Luke,Carmel Myers,William Humphrey,George Beranger,Alec B. Francis,Rex Ingram,Edwin R. Phillips,Helene Costello,Etienne Girardot,Charles Chapman,Mary Astor,James Young,James Morrison,Clarissa Selwynne,Danny Gallehugh,Richard Leslie,John Barrymore,Mila Perkins,Travis Champagne,Irene Rich",en,Warner Bros. Pictures,1924-03-30,343000.0,495000.0,127.0,mockery-snob-love-military officer-love affair-fashion-silent film-arrogance-snobbery-broken heart-trendsetter-inner circle,53041.0375247127,140825.9998877788
Girl Shy,movie,"Comedy,Romance","Fred C. Newmeyer,Sam Taylor","Sam Taylor,Ted Wilde,Tim Whelan,Thomas J. Gray,Harold Lloyd",7.7,3796.0,"George Lindsey,Sammy Brooks,Carlton Griffin,Jobyna Ralston,Billy Butts,Harold Lloyd,Jackie Condon,Andy Griffith,Ethel Broadhurst,Joe Cobb,Frances Bavier,Jack Burns,Aneta Corsaut,Henry A. Barrows,Richard Daniels",en,The Harold Lloyd Corporation,1924-04-20,400000.0,1550000.0,80.0,speed-manuscript-romantic comedy-tailor-silent film-tortoise-tram-stop wedding,294516.3507708146,436266.3091311085
He Who Gets Slapped,movie,"Drama,Horror,Romance",Victor Sjöström,"Leonid Andreyev,Carey Wilson,Victor Sjöström,Marian Ainslee",7.7,4559.0,"Rosalinde Fuller,Anthony Eustrel,Viola Merrett,Will B. Able,Norma Shearer,Stanley Lawson,Alice Belcher,John Gilbert,Richard Goolden,Nicholas Grimshaw,Richard Afton,Richard Basehart,Tully Marshall,Morgan Sterne,Pierre Watkin,Patricia Jessel,Raymond Rollett,Ruth King,Loring Smith,Carroll O'Connor,Bartine Burkett,Julie Harris,Ford Sterling,Richard Barclay,Lon Chaney,Marc McDermott,Stuart Germain,David Opatoshu,Max Brent,Pierre Olaf",en,Metro-Goldwyn-Mayer,1924-12-22,172000.0,881000.0,72.0,circus-clown-clowning-love-remake-unrequited love-based on play or musical-tragedy-silent film-slap-circus clown-circus performer,148525.72917918407,65868.14106373752
Romola,movie,"Drama,History",Henry King,"George Eliot,Will M. Ritchey,Jules Furthman,Don Bartlett",6.0,264.0,"Dorothy Gish,Ronald Colman,Fernanda Negri Pouget,Herbert Grimwood,Bonaventura Ibáñez,Maria Caserini,Amelia Summerville,Tina Ceccaci Renaldi,William Powell,Frank Puglia,Amleto Novelli,Lillian Gish,Charles Lane",en,Inspiration Pictures-Metro-Goldwyn-Mayer,1924-12-06,0.0,497234.0,106.0,based on novel or book-florence italy-silent film-renaissance,130201.32221165564,153888.354508959
The Thief of Bagdad,movie,"Adventure,Family,Fantasy",Raoul Walsh,"Lotta Woods,Douglas Fairbanks,Achmed Abdullah,James T. O'Donohoe",7.7,7296.0,"Sam Baker,Miles Malleson,Rudolf Prack,Morton Selten,Sabu,Noble Johnson,Douglas Fairbanks,John Justin,Paul Kemp,Theo Lingen,Fita Benkhoff,Walter Giller,Anna May Wong,Sôjin Kamiyama,Rex Ingram,Julanne Johnston,June Duprez,Fyodor Kurikhin,Lentini Brothers,Mary Morris,Fritz Odemar,Sonja Ziemann,Tote Du Crow,Conrad Veidt,Hubert von Meyerinck,Snitz Edwards,Brandon Hurst,Bruce Winston,Charles Belcher,Hay Petrie,Carl Voscherau",en,Douglas Fairbanks Pictures,1924-03-18,1135654.0,1490419.0,149.0,treasure-magic-palace-flying carpet-rope-princess-thief-suitor-black and white-disguise-apple-baghdad-silent film-arabian nights,482955.3315528115,489803.4827820407
Triumph,movie,Drama,Cecil B. DeMille,"May Edginton,Jeanie Macpherson",6.2,29.0,"Lars Korten,Roody Baille,Julia Augustin,Amir Smith,Johnathon Schaech,Zarko Dimoski,Polly Walker,Laura Masci,David White,T. Mychal Smith,Marigold Clark,Sarah Peltzer,Ryan Eaton,Petar Dochev,Terrell Alex,Tatjana Clasing,Christopher Kohn,Dave East,Sheila Shand Gibbs,Antic Melkior,Bose,Devin Gage,Blaise Dellarocco,Indira Varma,Hungani Ndlovu,John Clofine,Than Wyenn,Clyde Benson,Bachu,Alexandra Fonsatti,Alice Budd,Kamogelo Molatlhoe,Grace Victoria Cox,Tara,Saba Hailemariam,David Carter,Amrei Haardt,Kourtney Hansen,Murray Matheson,Max Pirkis,Mervyn Blake,Ashley Romero,Jan Kittmann,Nikolay Todorov,Paris Nicole,Michael Aldridge,Zolee Griggs,Dragana Levenska,Douglas Wilmer,Etoy Helvig-Hanserd,Raymond Ochoa,Spottiswoode Aitken,Terrence Howard,Nimrod Nkosi,Claus Maria Merkury,Shameik Moore,Emily Wilson,Rio Appling,Igor Dolgatschew,Patricia Berry,Grant Benjamin Leibowitz,Ralph Bellamy,Kevin McKidd,Frank Woolridge,Jacqueline Marie Alberto,Boone Swanson,Chryssanthi Kavazi,Dominic Ellis,Nigel De Brulier,William Dyer,Adam Julian,Michael Lawrence Potter,J. Edwin Brown,Henry Jones,Wedler Charles,Sydney Bell,Tobias Menzies,Patrick Stalinski,Julian Kostov,Francisco Medina,Itumeleng Bokaba,Amanda Seome,Ruth Elder,Rod La Rocque,Ray Stevenson,Betty Field,Owen Berry,Marcus Callender,Terrice Demond,Rick Ochoa,David Bamber,Maria Bakalova,Johnell Young,Silvan-Pierre Leirich,RJ Mitte,Maggie Parto,Ivan Barnev,Darren L. Miller,Lunga Shabalala,Ed Begley,Jude Thomas,Ata Mohammed,Peter Augustine,Brian D. Mason,Bart Allison,George Fawcett,Elliot Michael El-Jay Woods,Claire Du Brey,Ryan Ochoa,Ashton Sanders,Lobo,Semi Anthony,Ulrike Frank,Jordan Constantine,Darren Constantine,Robert Ochoa,Julian Elijah Martinez,Vivian Lee Wood,Stanislav Ganchev,Tony Scott,Manie Malone,Eva Mona Rodekirchen,Uyoata Udi,Farieda Metsileng,Margita Gosheva,Siddiq Saunderson,Prince Grootboom,Quinn McPherson,Allee Sutton Hethcoat,Theodore Kosloff,Kerry Condon,Gisa Zach,Maxin Grenier,Lonnie Capers,T.J. Atoms,Charles Ogle,Sam A. Mowry,Julia Faye,Leatrice Joy,Joana Schümer,Victor Varconi,Robert Edeson,Julian Vergov,Robert Pastene,Michael Joseph,Zasu Pitts,Henry Davies,Anthony Jacobs,Bela Klentze,Jeanette Nolan,William Stowell,Tom Simcox,Dorothy Phillips,Lindsay Duncan,Nicholas Woodeson,Maria Wedig,Wolfgang Bahro,Lon Chaney,Thaddäus Meilinger,Ivan Savov,Milko Lazarov,Colton Haynes,Joy Selby,Maggie Pierce,Joseph Madden,Helen Wright",en,Paramount,1924-04-27,0.0,245919.0,80.0,,41858.67578759019,116671.45593769132
The Big Parade,movie,"Drama,Romance,War","King Vidor,George W. Hill","Laurence Stallings,Harry Behn,Joseph Farnham,King Vidor",7.9,7529.0,"Hobart Bosworth,Arnold Ridley,Li Tung,John Gilbert,Clive Dunn,Dylan Redford,Ruofu Wu,Kaige Chen,Xueqi Wang,Stephen O'Shea,Claire Adams,Renée Adorée,John Le Mesurier,Ian Lavender,Edward Sinclair,Rosita Marstini,Qiang Guan,Karl Dane,Chun Sun,Yimou Zhang,Arthur Lowe,James Beck,Katherine Dunham,Bill Pertwee,Janet Davies,Tom O'Brien,Robert Ober,Lu Lei,Claire McDowell,Harrison Fishman,John Laurie,Arthur H. Allen",en,Metro-Goldwyn-Mayer,1925-11-05,382000.0,20000000.0,151.0,france-patriotism-world war i-battlefield-combat-silent film-french girl-spitting-1910s-american g.i.-war buddies,4378789.182272355,6204483.646760192
Battleship Potemkin,movie,"Drama,History,Thriller",Sergei Eisenstein,"Nina Agadzhanova,Sergei Eisenstein,Grigoriy Aleksandrov,Nikolay Aseev,Sergey Tretyakov",7.9,63064.0,"Aleksandr Antonov,Grigoriy Aleksandrov,Rebecca Whitehurst,Therese Plaehn,Emily Simoness,Anthony Gaskins,Prokhorenko,Jason Beaubien,Laura Parker,Mikhail Gomorov,Aleksandr Levshin,Ivan Bobrov,Nina Poltavtseva,Konstantin Feldman,A. Glauberman,Patrick Tull,Erin C. Buckley,Vladimir Barskiy",ru,Mosfilm-Goskino USSR,1925-12-24,0.0,45100.0,75.0,odessa-baby carriage-cossack-panic-slaughter-massacre-rage-sailor-silent film-russian revolution (1917)-revolt-imperial russia-insubordination-port city-soviet realism-maggots,21479.475460887505,19663.72196849144
The Eagle,movie,"Action,Adventure,Comedy",Clarence Brown,"Alexander Pushkin,George Marion Jr.,Hanns Kräly",6.6,2369.0,"Alfred Allen,Pisamai Wilaisak,Dave Goelz,Steve Whitmire,Pavel Rossoshanskiy,Wienczyslaw Glinski,Grace Thompson,Mario Carillo,Aladár Laklóth,Edna Earle,Hobart Henley,Ray Hanford,Donald Sutherland,Adinan Singhiran,Phon Phairot,Aleksandr Baranov,Monroe Salisbury,Bronislaw Pawlik,Channing Tatum,Zsolt László,Julian Lewis Jones,Adul Dulyarat,Aleksandr Luchinin,Matt Walsh,Julia Louis-Dreyfus,Louise Dresser,Henryk Bak,Spottiswoode Aitken,Lassie,Kevin Dunn,Aleksander Sewruk,Riitta Vainio,Valentina Sperantova,Harry Mann,Anna Kiseleva,Roland Glowacki,Sam Richardson,Suwin Swangrat,Ward Wing,Sufe Bradshaw,Michal Gazda,Anucha Ratanaman,Aleksey Polevoy,June Lockhart,Bence Gerö,Anastasiya Slepchenko,Albert Conti,Saila Punchai,Gary Cole,István Göz,Vilma Bánky,Sutasit Satayawon,Reid Scott,Frank Oz,Jon Provost,Tony Hale,Mitr Chaibancha,Anna Chlumsky,Jan Machulski,Zbigniew Filus,James A. Marcus,George Nichols,Andrzej Herder,Kaenchai Minakanit,Ignacy Machowski,Carrie Clark Ward,Paul Ritter,Jamie Bell,Klara Rumyanova,Rudolph Valentino,Agostino Borgato,Denis O'Hare,Valeriya Shevchenko,Timothy Simons",en,Art Finance Corporation,1925-11-08,0.0,323150.0,73.0,vigilante-outlaw-bear-empress-masked man-silent film-assumed identity-imperial russia-vengeance-czarina / tsarina / tzarina,71968.01288630662,144903.70407016503
The Gold Rush,movie,"Adventure,Comedy,Drama",Charles Chaplin,Charles Chaplin,8.1,122876.0,"Charles Chaplin,Bob Crane,Frank Pando,Carlos Alberto Valencia,Werner Klemperer,John Tartaglia,Ivan Dixon,Michael Stuhlbarg,Grant Shaud,Michael LaGue,John Hostetter,Misty Rosas,John Banner,Chris Bauer,Jay Thomas,Jim Pickering,Pat Corley,Charles Kimbrough,Dorien Davies,Risa Mei,Alun ap Brinley,Georgia Hale,Erica Eirian,Arthur Casas,Frank Aderias,Victor Yerrid,Mali Harries,Henry Bergman,Leona Aderias,Malcolm Waite,Rick Traeger,Candice Bergen,John Lithgow,Alon Williams,Joe Regalbuto,Matthew Aubrey,John Munro Cameron,Robert Pastorelli,Amy Ryan,Ceri Murphy,Cynthia Lynn,Alice Dinnean,Faith Ford,Ritch Brinkley,Sanjeev Bhaskar,Christine Pritchard,Jacob Oakley,Ifan Huw Dafydd,Jack Adams,Donna Kimball,Richard Dawson,Mack Swain,Tom Murray,Robert Clary,Michael W. Nash,William Houston,Callie Thorne,Lillian Adrian,Tom Hatten,Larry Hovis",en,Charles Chaplin Productions-United Artists,1925-07-12,923000.0,4000000.0,89.0,river-gold-dance-worker-cabin-gold rush-thanksgiving-love-alaska-black and white-silent film-klondike-little tramp-dance hall,601942.4891025048,960858.8491892444
Greed,movie,"Drama,Thriller,Western",Erich von Stroheim,"June Mathis,Erich von Stroheim,Frank Norris,Joseph Farnham",8.0,11181.0,"Paul Mercurio,Nabanita Chakraborty,Denise Modestin,Elizabeth Kiko Akuma,Kim Benson,Susan Saint James,Julia Hills,Brandon Manolo Cortez,William Barlow,Grant Pearson,Richard Belzer,Braeden Roche,Chuck Huber,Belinda Lang,Courtney Bethel,Ivana Budimir,Tifanie Christun,Caroline Gillmer,Paul Usher,Debojeet Mukherjee,Diana Douglas,Pascal Yen-Pfister,Tara Samuel,Satoshi Hino,Adam Biemeret,Merry Clayton,Pamela Rabe,Ice-T,Martin Grey,Audra Balewski,Randy Clark,Sherman Augustus,Diane Morgan,Allmir Suhodolli,Brenda Anderson,Fon Nji Bertrand,Yûko Minaguchi,Maria Dimitriadu,Shirley Mason,Frank Di Napoli,Mduduzi Masombuka,Cusse Mankuma,Sarah Janssen,Maey Bautista,Eugene Clark,Erica Mendez,Raul Morit,Eric Christian Olsen,Gino Grandinetti,Lita Chevrier,Robert Corvin,Sam Jones,Gil Lamb,Harry Northrup,Sef Cadayona,Siddharth Sen,Emily Bruni,Egil Birkeland,Natalie Swan,Billie Cook,Keke Celestine,Leanne Bautista,Tim Key,Letizia Baker,Danny Pino,Shirley James,Roy Skelton,Stephanie March,Kristin Skogheim,Mark Hildreth,Liana Pirraglia,Todor Azgorov,Adam D. Barnes,Martin Kemp,Sara Ritmiller,Dylan Neal,Philip Jackson,Stephen Beckett,Lyon Beckwith,Brandi Aguilar,Ashley Fraser,Ben Andrews,Kaito Ishikawa,Miyu Irino,Sarah Solemani,Irina Kastrinidis,Juanin Clay,Stephen Ferguson,Ali Demi,Scott Oswald,Ren Hanami,Alejandro Rey,Paolo Contis,Sam Ball,Jamey Sheridan,Thom Barry,Christopher Blake,Reinalyn Panganiban,Mike C. Nelson,Caroline Hayes,Alan Gray,Nigel Evans,Milan Peschel,Gianna Grandinetti,Billie Vee,Trina Nishimura,Raine Parsons,Wes Coleman,Chris O'Donnell,Robert Arensen,Laura Benesh,Ankita Brahma,Larry Watson,Priyanka Mishra,Rebecca Darmody,Rita Daniela,Zasu Pitts,Christian Manley,Lee Tockar,Keith Agyeman,Marc Gomes,Allen Dizon,Vijay Singh,Christopher Meloni,Rhonda Gulliver,Steve Coogan,Sylvia Ashton,John Boylan,Jean Garcia,Joe Duttine,Clare Buckfield,Martyn Slatter,Noah Jackson,Joe Nunez,Fred Warner,Gerard Bostock,Tempe Pigott,Joseph Turner,John Enick,Jane Wall,Jean-Pierre Yerma,Andrea Bogart,Harmail Pannu,Athena Bautista,Larry Edwards,Darrel Burnett,Jason London,Jonny Sweet,Rod Burton,Daniel Jaramillo,Tom Olivar,Dion Ignacio,Myah Tonkins,Sharon Gless,Nadine Lustre,Chester Conklin,Mike Goodenough,Rabie Kati,Dale Fuller,Kate Oxley,Georgia Clegg,Chandler Davis,Matthew Crompton,Douglas Muigai,Fidel Maithya,Marco Babi,David Mylrea,Moshe Blechman,Robert Hegyes,Qendrim Kqiku,Henry Winkler,Aaron Price,Jojo George,Ken'yû Horiuchi,Deanne Bray,Jason Nuzzo,Aryan D. Roy,Alfred Hickman,Anthony M. Walker,Slim Pickens,Toby Bornhauser,Demian Boergadine,Stephanie Baur,Diezie Sahn,Julia Whelan,Gabriella Scerbo,Tab Hunter,Jason Willey,Rafik Boubker,Malcolm Davies,Charles Bateman,Al Waxman,Jonathan Sale,Chedi Chang,Nancy Malone,Nestor Sierra,Constantinos Adraktas,Andrew Vilar,Paris Banks,René Zagger,Ted Atherton,Simon Haycock,Gibson Gowland,Kristin Cochell,Julius Corbin,Mimi Allen,Gary Private,Lisa Geoghan,Kaiji Tang,Nick Russell,Jacqueline Yu,Mathew Pritchard,Taylor Brenner,Roy Thinnes,Keith Pepperell,André Almeida,Elaine Princi,Yasmin Gonzalez,Janie Duckworth,Adam Lester,Emilio Garcia,Kelsey Davis,Toshiki Masuda,Vinod Mehra,Catherine Mack,Roger Dilernia,Alfred Munyua,Daniel Sassen,Zakk Gardner,Yasunori Masutani,Kaajal Kiran,Marvin Collins,Pilatos Kounatidis,Larry Barton,Steve Mills,Matt King,Yoshimasa Hosoya,Retta,Duane Weekly,Louis Akongnwi,Zelda Smyth,Shanina Shaik,Kripall Sengupta,Racquel Co Co Mills,Benjamin Huxford,Greg Chun,Blake Graves,Tyler Aser,Vince Earl,Sarah Rose Coughlan,Miguel Ferrer,Jules Medcraft,Theresa Deguelle,Jane Tucker,Assad Elsair,Tom Vogel,Sakiko Tamagawa,Trudie Goodwin,Scott Felten,Wavon Waters,Isaac Abongwa,Wendy Powell,Laura Rogers,Dean Measor,Kushtrim Qerimi,Gene Parland,Andrew Johnson,Eve Morey,Hunter Mccullough,Barber Ali,Ellie Georges,Thomas Sandford,Kaye Wragg,Deirdre Arnold,Amy S. Arey,Richard Brown,Anuj Nayak,Arbel Jones,Ian Milton,Josh Hopkins,Avtar Dhami,Teo,Leslie Etheridge,Sherri Parker Lee,Renée Felice Smith,Isabella Seddon,Mark Acheson,Hywel Simons,Joan Standing,Karina Bracken,Om Rampersad,Hideyuki Tanaka,Holly Davidson,Ann Poonkasem,Nance O'Neil,Chris Burnett,Brina Palencia,Yoshiko Sakakibara,Kathryn Morris,Teresa Amerling-Flasch,Kim Gyngell,John Brody,Aziz Dadas,Lee Dainton,Lita Loresco,Billy Lew,Camryn Lee,Claire Rushbrook,Vijay Vij,Robin Royce Queree,Dan Joyce,Graham Cole,Megan Caulfield,Mary Beth Hurt,Tim Sitarz,Tony Cole,Bettina Bush,Celso Torres,Danny Sapani,Fabian Garcia-Miller,Empress Schuck,Toshio Furukawa,Leslie Munoz,Carol Morrow,Cruz Waterson,Sunshine Dizon,Daniela Ruah,Antonis Saulidis,Martha Raye,Chiyoko Kawashima,Elizabeth Peña,Freddy Moyano,Shivkumar,Denyce Lawton,Blaise Atungsirri,Giannis Gryparis,Shreya Rajput,Emma Jensen,Pete Postlethwaite,Michael J. Patterson,Danny Dyer,Sean Hamrin,Paola Ticas,Hiroshi Ôtake,Natalie Elfes,Amar Chaudhary,Masaru Ikeda,Casual Kiwi,Rick Peters,Masego Ramonyathi,John Schuck,Vaness Del Moral,Vaughn Bullard,Karen Drury,Fethi Haddaoui,Robert Naylor,James Davenjay,Bob",en,Metro-Goldwyn-Mayer,1924-12-04,665603.0,274827.0,140.0,gold-lottery-greed-marriage-gold mine-murder-money-tragedy-poverty-wedding-dentist-death-silent film-lottery ticket-compulsive hoarding-partially lost film,92181.5893753035,87497.54989894218
Stella Dallas,movie,Drama,Henry King,"Frances Marion,Olive Higgins Prouty",7.3,440.0,"Nella Walker,Maria Helena Dias,David Conde,Barbara O'Neil,Jean Hersholt,Alan Hale,Anne Shirley,Ronald Colman,Alice Joyce,Marjorie Main,Homem de Melo,Douglas Fairbanks Jr.,Wilma Bentivegna,Belle Bennett,George Walcott,Jack Murphy,Beatrix Pryor,John Boles,Tim Holt,Barbara Stanwyck,Ann Shoemaker,Lois Moran,Vera Lewis,Maurice Murphy",en,Samuel Goldwyn Productions,1925-11-16,0.0,1500000.0,110.0,silent film,834450.0631905384,498898.15460636513
